id	parent	user	user_role	time	last_time	text	reply_count	is_deleted	deleted_by	deleted_at	can_edit	can_moderate	can_delete	actions	target	replies	subscriptions	is_pinned	pinned_by	pinned_at	is_staff_replied	is_reported	attachments	thread	submission	edited_by	edited_at	epic_count	abuse_count	vote	translations 
618123	293533	31511456	student	2018-06-13T19:00:13Z	2018-06-13T19:00:13Z	<p>Ученье - свет<br></p>	0	False	None	None	False	False	False	{'vote': True}	49233	[]	['31-31-293533']	False	None	None	False	False	[]	default	None	None	None	0	3	31-618123	{}
617936	117320	18301339	student	2018-06-13T15:29:02Z	2018-06-13T15:29:02Z	<p>На самом деле, если вы нормально усвоили прошлые уроки и включите голову, то большинство вариантов сами собой отпадут, а затем если вы знаете определение виртуального метода, то всё встанет на свои места. А насчёт сложности, цель курса сделать из вас хорошего программиста, а они в случае недостатка знаний гуглят или читают соответственную информацию в интернете. Если всё давать на тарелочке, то не приживётся эта привычка, а это очень плохо.</p>	0	False	None	None	False	False	False	{'vote': True}	44160	[]	['31-31-117320']	False	None	None	False	False	[]	default	None	None	None	2	2	31-617936	{}
617420	None	49483689	student	2018-06-13T00:48:29Z	2018-06-30T20:00:21Z	<p>1.0</p>	3	False	None	None	False	False	False	{'vote': True}	12773	[623737, 631279, 631288]	['31-31-617420']	False	None	None	False	False	[]	solutions	54598172	None	None	1	3	31-617420	{'text': {'ru': '<Р> 1,0 </ р>'}}
616699	None	49466474	student	2018-06-12T07:16:30Z	2018-06-12T07:16:30Z	<p>Я считаю, что все языки программирования на русском говно</p>	0	False	None	None	False	False	False	{'vote': True}	318543	[]	['31-31-616699']	False	None	None	False	False	[]	default	None	None	None	0	2	31-616699	{}
616417	None	32247566	student	2018-06-11T17:55:10Z	2018-10-23T19:23:08Z	<p>Задание звучит неверно!<br>Степени двойки это 0 1 2 3 и т.д., а вот результат возведения в степень будет уже 1 2 4 8 16 и т.д. Догадался лишь по примеру ввода/вывода, что надо распечатать именно результат возведения в степень и что именно он не должен превышать N, а не <b>степень двойки</b>.</p>	1	False	None	None	False	False	False	{'vote': True}	38379	[735971]	['31-31-616417']	False	None	None	False	False	[]	default	None	None	None	5	2	31-616417	{}
615479	None	49529276	student	2018-06-10T08:38:14Z	2018-06-10T08:38:14Z	Я вообще тебя не понимаю<br>Гоша дударь и то лучше учит Console.Write - вывести текст Console.WriteLine - вывести текст и дополнить его табуляцией	0	False	None	None	False	False	False	{'vote': True}	236089	[]	['31-31-615479']	False	None	None	False	False	[]	default	None	None	None	0	2	31-615479	{}
615107	406855	49474580	student	2018-06-09T13:47:51Z	2018-06-09T13:47:51Z	"<p>это курс для начинающих изучать JS,а не начинающих изучать программирование.Js не годится как первый язык для изучения!Потому вопросы на область видимости и прочее-вполне нормальны.Ну и совсем бесят комментаторы ,спрашивающие ""эээ ууу , а что такое счетчик цикла?""</p>"	0	False	None	None	False	False	False	{'vote': True}	169320	[]	['31-31-406855']	False	None	None	False	False	[]	default	None	None	None	0	2	31-615107	{}
614993	None	49412875	student	2018-06-09T11:00:04Z	2018-10-03T16:21:43Z	<p><i></i>﻿Правильный код.<br><b><br>#include &lt;iostream&gt;</b><br><br><b>using namespace std;</b><br><br><b>int main() {</b><br><b>  int a, b, c, S;</b><br><b>  cin &gt;&gt; a &gt;&gt; b &gt;&gt; c;</b><br><b>  S = (a / 2 + a % 2) + (b / 2 + b % 2) + (c / 2 + c % 2);</b><br><b>  cout &lt;&lt; S;</b><br><b>  return 0;</b><br><b>}</b><br></p>	1	False	None	None	False	False	False	{'vote': True}	37992	[713223]	['31-31-614993']	False	None	None	False	False	[]	default	None	None	None	7	6	31-614993	{}
614237	None	48614716	student	2018-06-08T10:44:45Z	2018-06-24T07:51:34Z	"<p>Мдаа... Курс фигня, вводишь любое англоязычное значение  пишет почти верно ))) Шумно, длинные фразы, можно было бы поделить по частям... ОТПИСУЮСЬ! НЕ РЕКОМЕНДУЮ!</p><img src=""https://ucarecdn.com/29f23e19-ed32-4451-bdc9-9fcac77cb7de/-/crop/685x286/0,51/-/preview/"" title=""Image: https://ucarecdn.com/29f23e19-ed32-4451-bdc9-9fcac77cb7de/-/crop/685x286/0,51/-/preview/"">"	1	False	None	None	False	False	False	{'vote': True}	140095	[625947]	['31-31-614237']	False	None	None	False	False	[]	default	None	48614716	2018-06-08T10:46:30.024Z	0	3	31-614237	{}
613586	None	49144412	student	2018-06-07T13:02:13Z	2018-08-18T21:23:11Z	<p>не понятно следующее:  ведь корень из числа может быть как положительным, так и отрицательным, и коэффициент корреляции может принимать и те и те значения, значит мы не можем однозначно утверждать, что он равен именно 0.6, значит у этой задачи два ответа? </p>	1	False	None	None	False	False	False	{'vote': True}	22040	[673376]	['31-31-613586']	False	None	None	False	False	[]	default	None	None	None	0	3	31-613586	{}
613325	200751	40978036	student	2018-06-07T07:03:19Z	2018-06-07T07:03:19Z	<p>эти задачи с наследованиями классов я тупо беру из гугла, как и 89% студентов)))</p>	0	False	None	None	False	False	False	{'vote': True}	99005	[]	['31-31-200751']	False	None	None	False	False	[]	default	None	None	None	0	3	31-613325	{}
612548	410076	49111210	student	2018-06-06T07:17:54Z	2018-06-06T07:17:54Z	<p>нет, ты никому не нужен</p>	0	False	None	None	False	False	False	{'vote': True}	38742	[]	['31-31-410076']	False	None	None	False	False	[]	default	None	None	None	0	5	31-612548	{}
612464	None	49237233	student	2018-06-05T23:20:52Z	2018-06-05T23:20:52Z	<p><b>﻿</b>Корректность точность понятность дискретность</p>	0	False	None	None	False	False	False	{'vote': True}	297566	[]	['31-31-612464']	False	None	None	False	False	[]	default	None	None	None	1	2	31-612464	{}
611668	None	49124809	student	2018-06-05T06:11:30Z	2018-07-05T16:28:56Z	<p>#include &lt;iostream&gt;<br>int main() {<br>  int a, v;<br>    std::cin &gt;&gt; a &gt;&gt; v;<br>    std::cout &lt;&lt; (a * v + 1090) % 109 ;<br>  return 0;<br>} <br></p>	1	False	None	None	False	False	False	{'vote': True}	37997	[635513]	['31-31-611668']	False	None	None	False	False	[]	default	None	None	None	4	4	31-611668	{'text': {'ru': '<Р>\n\n#include & lt; iostream & gt; <br> int main () {<br> int a, v; <br> std :: cin & gt; & gt; & gt; & gt; & gt; v; <br> std :: cout & lt; (a * v + 1090)% 109; <br> return 0; <br>}\n\n<br> </ p>'}}
611558	607399	149226	student	2018-06-04T21:40:04Z	2018-06-04T21:40:04Z	<b>@Timofei_Shugailo</b>, ахах, когда из 2 недель не хватило 11 минут!  Вот уж коварные 11 минут! просто кошмар!	0	False	None	None	False	False	False	{'vote': True}	181945	[]	['31-31-607399']	False	None	None	False	False	[]	default	None	None	None	0	2	31-611558	"{'text': {'en': ""<b> @Timofei_Shugailo </ b>, ahah, when 2 weeks did not last 11 minutes! That's insidious 11 minutes! just a nightmare!""}}"
611470	None	49120307	student	2018-06-04T19:25:41Z	2018-09-27T07:51:45Z	Правильный ответ: 19.5 часов<br><br>1 задача в to do: никто ее не взял, следовательно 0 часов<br><br>2 задачи в active: задачи в работе, на каждую задачу по 3 часа. 3+3=9<br><br>1 задача в review: задача сделана и на проверке. Следовательно 3 часа на работу и 1.5 часа на проверку. 3+1.5=4.5 часа<br><br>1 задача в block: задача в процессе работы была помечана блоком. И что бы посмотреть и проверить в чем загвоздка, на это уйдет 1.5 часа. <br><br>1 задача в done: задача была сделана и прошла проверку. 3 часа на работу и 1.5 часа на проверку. 3+1.5=4.5 часа.<br>Итого: 9+4.5+1.5+4.5 = 19.5 часов.<br><br>P.s. Ответ точно правильный. Логику расписал. Ломал голову прилично) 	11	False	None	None	False	False	False	{'vote': True}	267607	[611519, 611520, 611522, 611528, 644845, 644852, 644876, 644900, 687887, 707181, 707183]	['31-31-611470']	False	None	None	False	False	[]	default	None	None	None	2	2	31-611470	{}
611154	358617	45249788	student	2018-06-04T13:28:10Z	2018-06-04T13:28:10Z	<b>@Anonymous_17201695</b>, Пошел бы этот степик и е авторы в одно место	0	False	None	None	False	False	False	{'vote': True}	47519	[]	['31-31-358617']	False	None	None	False	False	[]	default	None	None	None	0	2	31-611154	{}
611133	None	49052097	student	2018-06-04T13:05:02Z	2018-06-04T13:05:02Z	<p>не оч</p><p><br></p>	0	False	None	None	False	False	False	{'vote': True}	25546	[]	['31-31-611133']	False	None	None	False	False	[]	default	None	None	None	0	2	31-611133	{}
610851	None	21355144	student	2018-06-04T06:47:03Z	2018-06-12T07:05:03Z	<p>Ответ 11</p>	1	False	None	None	False	False	False	{'vote': True}	297439	[616694]	['31-31-610851']	False	None	None	False	False	[]	default	None	None	None	1	2	31-610851	{}
610535	455687	48709093	student	2018-06-03T18:10:33Z	2018-06-03T18:10:33Z	<b>@Роман_Молодкин</b>, я не татар, но всеравно спрошу - тема урока while(), почему Вы выбрали такой метод?	0	False	None	None	False	False	False	{'vote': True}	176972	[]	['31-31-455687']	False	None	None	False	False	[]	solutions	None	None	None	0	2	31-610535	{}
610536	439494	48709093	student	2018-06-03T18:10:42Z	2018-06-03T18:10:42Z	<b>@Shezmu_Shezmuvich</b>,  тема урока while(), почему Вы выбрали такой метод?	0	False	None	None	False	False	False	{'vote': True}	176972	[]	['31-31-439494']	False	None	None	False	False	[]	solutions	None	None	None	0	2	31-610536	{}
610214	None	29301890	student	2018-06-03T11:29:49Z	2018-08-15T14:48:34Z	<p>как тут вообще задания проверяются!!! Я сука матан хорошо знаю, я блять по формулам сверялся, он мне тут пишет что неверно. Исправьте работу тестировщика, работать невозможно!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!</p>	1	False	None	None	False	False	False	{'vote': True}	40680	[670743]	['31-31-610214']	False	None	None	False	False	[]	default	None	None	None	0	5	31-610214	{}
610168	None	32919913	student	2018-06-03T10:14:42Z	2018-06-12T09:39:10Z	<p>Блин 5 дней мучаешься с этой тупым  сайтом, программа работает ответы с тестами совпадают, а очки не начисляет... ну если вы сайт не поддерживаете дали бы хоть тесты по которым Ваш сайт код проверяет, на форуме не кто не отвечает, хоть бы кто помог... поэтому у Нас в стране образование в одном месте, потому что даже на онлайн курсах материал дают, а на вопросы хрен ответа дождёшься... </p>	10	False	None	None	False	False	False	{'vote': True}	166572	[612624, 614075, 614674, 614915, 614994, 615137, 615246, 615812, 616543, 616796]	['31-31-610168']	False	None	None	False	False	[]	default	None	32919913	2018-06-03T10:15:13.475Z	0	5	31-610168	{'text': {'en': '<p> Damn 5 days of suffering with this stupid site, the program works with the answers of the tests coincide, and does not accrue points ... Well, if you do not support the site would give at least tests on which your site code checks, the forum is not who does not respond, at least someone would help ... so We have education in one place in the country, because even on online courses the material is given, and the questions will be answered horseradish ... </ p>'}}
610176	None	49048710	student	2018-06-03T10:33:03Z	2018-07-17T09:13:37Z	<p>Слава Украине</p>	2	False	None	None	False	False	False	{'vote': True}	13889	[628146, 645540]	['31-31-610176']	False	None	None	False	False	[]	default	None	None	None	1	4	31-610176	{}
610060	None	48126841	student	2018-06-03T07:27:29Z	2018-06-03T07:27:29Z	облом	0	False	None	None	False	False	False	{'vote': True}	177012	[]	['31-31-610060']	False	None	None	False	False	[]	default	None	None	None	0	2	31-610060	{}
610016	604931	48939726	student	2018-06-03T04:57:55Z	2018-06-03T04:57:55Z	А вам не кажется логичным быть в курсе того, выполнением какой задачи кто занимался? 	0	False	None	None	False	False	False	{'vote': True}	267599	[]	['31-31-604931']	False	None	None	False	False	[]	default	None	None	None	2	2	31-610016	{}
609221	424694	48475468	student	2018-06-01T17:44:44Z	2018-06-01T17:44:44Z	"<p>тоже плюсую, жалуется на первую строку:</p><pre>  File ""jailed_code"", line 1, in &lt;module&gt;    a,b=input().split()ValueError: not enough values to unpack (expected 2, got 1)</pre><p></p>"	0	False	None	None	False	False	False	{'vote': True}	12767	[]	['31-31-424694']	False	None	None	False	False	[]	default	None	None	None	0	2	31-609221	{}
609187	None	48949442	student	2018-06-01T16:38:42Z	2018-06-01T16:38:42Z	"<img src=""https://ucarecdn.com/974159df-20e8-4e6e-9ee3-477ee42ccd64/""><p><br></p>"	0	False	None	None	False	False	False	{'vote': True}	51797	[]	['31-31-609187']	False	None	None	False	False	[]	default	None	None	None	3	3	31-609187	"{'text': {'ru': '<img src = ""https://ucarecdn.com/974159df-20e8-4e6e-9ee3-477ee42ccd64/""> <p> <br> </ p>'}}"
609011	392966	448580	student	2018-06-01T12:15:19Z	2018-06-01T12:15:19Z	"<p>#include &lt;algorithm&gt; // std::swap<br>#include &lt;cstddef&gt;   // size_t<br>#include &lt;cstring&gt;   // strlen, strcpy<br><br>struct String {<br>  String(const char *str = """");<br>  String(size_t n, char c);<br>  String(const String &amp;other);<br>  ~String();<br><br>    /* Реализуйте оператор присваивания */<br>  String &amp;operator=(const String &amp;other)<br>    {<br>        if (this != &amp;other)<br>        {<br>            delete[] this-&gt;str;<br>            this-&gt;size = other.size;<br>            this-&gt;str = new char[this-&gt;size + 1];<br>            strcpy(this-&gt;str, other.str);<br>        }<br><br>        return *this;<br>    }<br><br><br>    <br>  void append(const String &amp;other);<br><br>  size_t size;<br>  char *str;<br>};<br></p>"	0	False	None	None	False	False	False	{'vote': True}	10197	[]	['31-31-392966']	False	None	None	False	False	[]	default	None	None	None	0	2	31-609011	{}
608812	None	48742265	student	2018-06-01T07:57:26Z	2018-06-01T07:57:26Z	<p></p><p>Скопируйте это:</p><div>╔══╦══╦══╗─╔══╦═══╦╗╔╦╗╔══╦══╗<br>║╔╗║╔╗║╔╗║─║╔╗║╔══╣║║║║║╔═╣╔╗║<br>║║║║╚╝║╚╝╚╗║║║║╚══╣╚╝║╚╝║─║║║║<br>║║║║╔╗║╔═╗║║║║║╔══╣╔╗║╔╗║─║║║║<br>║║║║║║║╚═╝╠╝║║║╚══╣║║║║║╚═╣╚╝║<br>╚╝╚╩╝╚╩═══╩═╝╚╩═══╩╝╚╩╝╚══╩══╝<br>─╔══╗╔╗╔╦═══╦╗╔╗╔══╗<br>─║╔╗║║║║║╔══╣║║║║╔╗║<br>─║║║║║║║║╚══╣║║║║║║║<br>─║║║║║║╔║╔═╗║║╔║║║║║<br>╔╝╚╝╚╣╚╝║╚═╝║╚╝╠╝║║║<br>╚════╩══╩═══╩══╩═╝╚╝</div><br><p></p>	0	False	None	None	False	False	False	{'vote': True}	38330	[]	['31-31-608812']	False	None	None	False	False	[]	default	None	None	None	1	6	31-608812	{}
608761	None	48742265	student	2018-06-01T06:57:43Z	2018-07-10T10:15:08Z	<p>                                 ^</p><p>                                 ||</p><p>                                 ||</p><p>                                 ||</p><p>                                 ||</p><p>                            (||)     (||)</p>	2	False	None	None	False	False	False	{'vote': True}	38330	[639283, 639286]	['31-31-608761']	False	None	None	False	False	[]	default	None	None	None	2	10	31-608761	{'text': {'ru': '<p> ^ </ p> <p> || </ p> <p> || </ p> <p> || </ p> <p> || </ p> <p> (|| ) (||) </ p>'}}
608776	None	48742265	student	2018-06-01T07:03:44Z	2018-06-01T07:03:44Z	<p>╔══╦╗╔╗╔══╗╔═══╗<br>║╔╗║║║║║╔╗║║╔═╗║<br>║║║║║║║║║║║║╚═╝║<br>║║║║║╔║║║║║║╔══╝<br>║║║║╚╝╠╝╚╝╚╣║<br>╚╝╚╩══╩════╩╝<br></p>	0	False	None	None	False	False	False	{'vote': True}	38330	[]	['31-31-608776']	False	None	None	False	False	[]	default	None	None	None	0	5	31-608776	{'text': {'ru': '<P>\n\n╔══╦╗╔╗╔══╗╔═══╗ <br> ║╔╗║║║║║╔╗║║╔═╗║ <br> ║║║║║║║║║║║║ ╚═╝║ <br> ║║║║║╔║║║║║║╔══╝ <br> ║║║║╚╝╠╝╚╝╚╣║ <br> ╚╝╚╩══╩═ ═══╩╝\n\n<br> </ p>'}}
608751	None	48742265	student	2018-06-01T06:52:24Z	2018-06-01T06:52:24Z	<p>._____,==.______________|~~~ <br>.____/__00\_____________| [5] <br>.____\c__-_)_________|~~~ <br>._____`)_(___________| [4] <br>._____/---\_______|~~~ <br>.____/___\_\______| [3] <br>.___((___/\_\_ |~~~ <br>.____\\_-\_`--`| [2] <br>.____/_/_/__|~~~ <br>.__ (_(___)_| [1] <br><br></p><p><br></p>	0	False	None	None	False	False	False	{'vote': True}	38330	[]	['31-31-608751']	False	None	None	False	False	[]	default	None	None	None	0	2	31-608751	{'text': {'ru': '<Р>\n\n._____, == .______________ | ~~~ <br> .____ / __ 00 \\ _____________ | [5] <br> .____ \\ c __-_) _________ | ~~~ <br> ._____ `) _ (___________ | [4] <br> ._____ / --- \\ _______ | ~~~ <br> ._____ / ___ \\ _ \\ ______ | [3] <br> .___ ((___ / \\ _ \\ _ | ~~~ <br> .____ \\\\ _- \\ _ `-` | [2] <br > .____ / _ / _ / __ | ~~~ <br> .__ (_ (___) _ | [1] <br>\n\n<br> </ p> <p> <br> </ p>'}}
608753	None	48742265	student	2018-06-01T06:53:35Z	2018-06-01T06:53:35Z	<p><br>..............\||||||||||/ <br>..............(..O..O..) <br>.................(__).. <br>...........____|...|____ <br>........../...|..........|...\ <br>........./../.|..........|.\..\ <br>......../../..|..........|..\..\ <br>.......(....).|..........|.(....) <br>.......OOO.|_______|.OOO <br>..............|.....|....| <br>..............|.....|....| <br>..............|.....|....| <br>..............|.....|....| <br>..............|.....|....| <br>............(_____|____)<br></p>	0	False	None	None	False	False	False	{'vote': True}	38330	[]	['31-31-608753']	False	None	None	False	False	[]	default	None	None	None	0	2	31-608753	{'text': {'ru': '<Р>\n\n<br> .............. \\ |||||||||| / <br> .............. (.. O ..O ..) <br> ................. (__) .. <br> ...........____ | ... | ____ <br> .......... / ... | .......... | ... \\ <br> ......... / .. /. | .......... |. \\ .. \\ <br> ........ / .. / .. | .......... | .. \\ .. \\ <br> ....... (....). | .......... |. (....) <br> ....... ООО. | _______ | .OOO <br> .............. | ..... | .... | <br> .............. | ..... | .... | <br> .............. | ..... | .... | <br> .............. | ..... | .... | <br> .............. | ..... | .... | <br> ............ (_____ | ____)\n\n<br> </ p>'}}
608540	None	37377271	student	2018-05-31T17:54:36Z	2018-05-31T17:54:36Z	<p>Народ, скиньте, плиз, код в личку! Уже 4 разных решения написала, но по времени не проходит ((, где-то я не догоняю<br></p>	0	False	None	None	False	False	False	{'vote': True}	166911	[]	['31-31-608540']	False	None	None	False	False	[]	default	None	None	None	0	4	31-608540	{'text': {'en': '<p> The people, skinte, pliz, code in PM! She has already written 4 different solutions, but does not pass by time ((, somewhere I do not catch up <br> </ p>'}}
608503	607673	29417050	teacher	2018-05-31T17:07:38Z	2018-05-31T17:07:38Z	<b>@Иван_Моисеев</b>, слишком сильно подскажу, если расскажу картинку<div>пока еды больше, чем накормленных птиц:<br>  увеличиваем на 1...<br>   птиц увеличиваем на 1...<br>   находим минимум...<br>   уменьшаем на 1 еду<br></div>	0	False	None	None	False	False	False	{'vote': True}	310666	[]	['31-31-607673']	False	None	None	False	False	[]	default	None	None	None	1	2	31-608503	{}
608472	None	37758613	student	2018-05-31T16:25:18Z	2018-05-31T16:25:18Z	<p></p><pre>#include &lt;iostream&gt;<br>#include &lt;cmath&gt;<br>using namespace std;<br>double power( double a, double n){<br>return pow(a, n);<br>}<br>int main() {<br>  // put your code here<br>    double a, n;<br>    cin &gt;&gt; a &gt;&gt; n;<br>    cout &lt;&lt; power(a, n);<br>  return 0;<br>}</pre><br><p></p>	0	False	None	None	False	False	False	{'vote': True}	42802	[]	['31-31-608472']	False	None	None	False	False	[]	default	None	None	None	0	6	31-608472	{'text': {'ru': '<p> </ p> <pre> #include & lt; iostream & gt; <br> #include & lt; cmath & gt; <br> с использованием пространства имен std; <br> double power (double a, double n) {<br> return pow (a, n); <br>} <br> int main () {<br> // помещаем ваш код здесь <br> double a, n; <br> cin & gt; & gt; & gt; & gt; & gt; n; & lt; & lt; power (a, n); <br> return 0; <br>}\n\n</ Пред> <br> <p> </ p>'}}
608452	None	21660045	student	2018-05-31T16:01:32Z	2018-05-31T16:01:32Z	<p>0,0035<br></p>	0	False	None	None	False	False	False	{'vote': True}	31988	[]	['31-31-608452']	False	None	None	False	False	[]	default	None	None	None	0	6	31-608452	{'text': {'ru': '<Р>\n0,0035\n\n<br> </ p>'}}
608288	None	44787456	student	2018-05-31T12:23:09Z	2018-05-31T12:23:09Z	"<p>Оставлю комментарий первым )</p><p>""Йа креведко"" </p>"	0	False	None	None	False	False	False	{'vote': True}	56885	[]	['31-31-608288']	False	None	None	False	False	[]	default	None	None	None	0	3	31-608288	{}
608187	None	48802518	student	2018-05-31T09:38:06Z	2018-05-31T17:04:26Z	Для ломаюших мозг, формула:<br>(V*t%s+s)%s<br>S - длина окружности(км);<br>V - скорость(км/час);<br>T - время(час);	1	False	None	None	False	False	False	{'vote': True}	37997	[608499]	['31-31-608187']	False	None	None	False	False	[]	default	None	None	None	4	2	31-608187	{}
608031	None	48176092	student	2018-05-31T04:05:07Z	2018-07-24T18:50:01Z	<p>ответ такой же как и был на первом задании</p>	1	False	None	None	False	False	False	{'vote': True}	40990	[652000]	['31-31-608031']	False	None	None	False	False	[]	default	None	None	None	0	8	31-608031	{}
607709	600323	34046906	student	2018-05-30T15:59:10Z	2018-05-30T15:59:10Z	<div><b>@Вадим_Данилевич</b>, на заборе много чего тоже написано, нужно своей головой думать <br></div><div>вы первые уроки через альтернативное информационное сито пропустите, и не ищите чёрную кошку в тёмной комнате в которой её и не было :( <br></div><div>А Горби вообще не должен был приходить к власти - можно девочку вывезти из деревни, но не деревню из Горби <br></div>	0	False	None	None	False	False	False	{'vote': True}	104048	[]	['31-31-600323']	False	None	None	False	False	[]	default	None	None	None	0	2	31-607709	{'text': {'en': '<div> <b> @Vadim_Danilevich </ b>, on the fence a lot of things are also written, you need to think with your head <br> </ div> <div> you skip the first lessons through an alternative information sieve, and do not look for a black cat in a dark room in which it was not: (<br> </ div> <div> And Gorby did not have to come to power - you can take the girl out of the village, but not the village of Gorby <br> </ div>'}}
606846	None	48766218	student	2018-05-29T16:24:54Z	2018-05-29T16:24:54Z	<p>fft</p>	0	False	None	None	False	False	False	{'vote': True}	85692	[]	['31-31-606846']	False	None	None	False	False	[]	default	None	None	None	0	3	31-606846	{'text': {'ru': '<Р> FFT </ р>'}}
606426	595464	19828467	student	2018-05-29T07:19:19Z	2018-05-29T07:19:19Z	<p>Вы бы, анонимусы, смотрели курс сначала и подобных вопросов бы не возникало. </p><p>Весь этот материал даётся в ходе обучения. Тут нет ничего, о чём нужно говорить не монотонно.</p>	0	False	None	None	False	False	False	{'vote': True}	11066	[]	['31-31-595464']	False	None	None	False	False	[]	default	None	None	None	1	5	31-606426	{}
606285	233480	34046906	student	2018-05-28T21:42:09Z	2018-05-28T21:42:09Z	<b>@Алексей_Усков</b>, нет, сначала ФРГ захватила и поработила ГДР <br>	0	False	None	None	False	False	False	{'vote': True}	104957	[]	['31-31-233480']	False	None	None	False	False	[]	default	None	None	None	1	2	31-606285	{}
605563	None	47993700	student	2018-05-28T05:47:52Z	2018-08-10T01:42:51Z	<p>отстой полнейший я никогда баольше не буду играть в этот степик фигня это а не игра все фуууууууууууууууууууууууууу</p><p> фуууууфффффффффффффффффффффффффуууууууууууууууууууууууууууууууууууу<br></p>	2	False	None	None	False	False	False	{'vote': True}	15567	[605579, 665856]	['31-31-605563']	False	None	None	True	False	[]	default	None	None	None	0	2	31-605563	{}
605309	None	37758613	student	2018-05-27T17:49:57Z	2018-08-14T20:18:34Z	<p>Можно обойтись без массивов</p><p>#include &lt;iostream&gt;<br>#include &lt;iomanip&gt;<br>using namespace std;<br>int main() {<br>  // put your code here<br>  int n, m, k = 1;<br>  cin &gt;&gt; n &gt;&gt; m;<br>  for (int i = 0; i &lt; n; i++) {<br>    if (i % 2 == 0) {<br>      for (int j = 0; j &lt; m; j++) {<br>          cout &lt;&lt; setw(4) &lt;&lt; k;<br>        k++;<br>      }<br>    }<br>    else {<br>      k += m;<br>      k--;<br>      for (int j = m - 1; j &gt;= 0; j--) {<br>        cout &lt;&lt; setw(4) &lt;&lt; k;<br>        k--;<br>      }<br>    }<br>    if (i % 2 == 1) {<br>      k += m;<br>      k++;<br>    }<br>    cout &lt;&lt; endl;<br>  }<br><br>  return 0;<br>}<br></p>	5	False	None	None	False	False	False	{'vote': True}	39226	[620278, 665012, 669317, 669324, 670187]	['31-31-605309']	False	None	None	False	False	[]	default	None	None	None	0	2	31-605309	{}
605267	None	29765808	student	2018-05-27T17:02:11Z	2018-05-27T17:02:11Z	"<p><a rel=""nofollow"" href=""https://www.youtube.com/watch?v=S9Nkfi_NLXI"">https://www.youtube.com/watch?v=S9Nkfi_NLXI</a>  ну рили :) ﻿<br></p>"	0	False	None	None	False	False	False	{'vote': True}	33481	[]	['31-31-605267']	False	None	None	False	False	[]	default	None	None	None	0	2	31-605267	{}
605112	603879	805986	student	2018-05-27T13:42:50Z	2018-05-27T13:42:50Z	<b>@Maxim_Zorin</b>, о, привет, и ты тут))	0	False	None	None	False	False	False	{'vote': True}	166911	[]	['31-31-603879']	False	None	None	False	False	[]	default	None	None	None	1	2	31-605112	"{'text': {'en': ""<b> @Maxim_Zorin </ b>, oh, hello, and you're here))""}}"
604975	None	37758613	student	2018-05-27T10:35:30Z	2018-06-06T15:07:22Z	<p>#include &lt;iostream&gt;<br>using namespace std;<br>int main()<br>{<br>  int schet = 0, n, m, k, y = 0;<br>  cin &gt;&gt; n &gt;&gt; m;<br>  int a[20][20];<br>  for (int i = 0; i &lt; n; i++) {<br>    for (int j = 0; j &lt; m; j++) {<br>      cin &gt;&gt; a[i][j];<br>    }<br>  }<br>  cin &gt;&gt; k;<br>  for (int i = 0; i &lt; n; i++) {<br>    for (int j = 0; j &lt; m; j++) {<br><br>      if (a[i][j] == 0) {<br>        schet++;<br>        if (schet == k)break;<br>      }<br>      if (a[i][j + 1] != 0) {<br>        if (schet != k) {<br>          schet = 0;<br>        }<br>        else break;<br>        <br>      }<br>    }<br>        if (schet == k) {<br>          y = ++i;<br>          break;<br>        }<br>        else schet = 0;<br>  }<br>  cout &lt;&lt; y;<br>  return 0;<br>}<br></p>	3	False	None	None	False	False	False	{'vote': True}	38771	[612929, 612964, 612970]	['31-31-604975']	False	None	None	False	False	[]	default	None	None	None	0	2	31-604975	{'text': {'ru': '<p> #include & lt; iostream & gt; <br> using namespace std; <br> int main () <br> {<br> int schet = 0, n, m, k, y = 0; <br> cin & gt; ; & GT; n & gt; & gt; & gt; m; <br> int a [20] [20]; <br> для (int i = 0; i & lt; n; i ++) {для for (int j = 0; j & lt; m; j ++) { & lt; & gt; & gt; & gt; & gt; a [i] [j]; <br>} <br>} <br> cin & gt; & gt; k; для for (int i = 0; i & lt; n; i ++) {для for (int j = 0; j & lt; m; j ++) {<br> <br> if (a [i] [j] == 0) {<br> schet ++; <br> if (schet == k) break; <br>} <br> if (a [i] [j + 1]! = 0) {<br > If (schet! = K) {<br> schet = 0; <br>} <br> else break; <br> <br>} <br>} <br> if (schet == k) {<br > Y = ++ i; <br> break; <br>} <br> else schet = 0; <br>} <br> cout & lt; y; <br> return 0; <br>} <br> </ p>'}}
604606	None	35605948	student	2018-05-26T16:40:46Z	2018-05-26T16:40:46Z	<p>Ну это совсем просто &lt;/textarea&gt;</p>	0	False	None	None	False	False	False	{'vote': True}	56611	[]	['31-31-604606']	False	None	None	False	False	[]	default	None	None	None	0	2	31-604606	{}
604566	None	35605948	student	2018-05-26T15:04:10Z	2018-05-26T15:04:10Z	<p>Ответ ixxa@protos.llc.int</p>	0	False	None	None	False	False	False	{'vote': True}	50053	[]	['31-31-604566']	False	None	None	False	False	[]	default	None	None	None	0	3	31-604566	{}
